"callsign","band","channel","TX","RX","mode","QTHR","where","postcode","region","code","keeper","lat","lon",
GB7CL,70CM,DVU51,439.637500,430.637500,DMR,JO01OU,FRINTON ON SEA,CO16,SE,3,G0MBA,51.85,1.18,
GB7CM,2M,RV56,145.700000,145.100000,MULTI,IO80WU,BLANDFORD,DT11,SW,71.9,M0MRP,50.87,-2.12,
GB7CO,70CM,DVU39,439.487500,430.487500,MULTI,IO90JU,FAREHAM,PO14,SW,3,G3ZDF,50.83,-1.19,
GB7CP,70CM,RU66,430.825000,438.425000,FUSION,IO91RO,SLOUGH,SL9,SW,77.0,M0WAQ,51.61,-0.57,
GB7CQ,70CM,DVU49,439.612500,430.612500,MULTI,IO90SU,WORTHING,BN13,SE,4,G4WTV,50.80,-0.40,
GB7CS,70CM,DVU62,439.775000,430.775000,FUSION,IO75VU,GLASGOW,G1,SCOT,,GM7GDE,55.86,-4.25,
GB7CT,2M,RV51,145.637500,145.037500,DMR,IO91PS,TRING,HP23,SW,3,M0ZPU,51.77,-0.69,
GB7CV,70CM,DVU-R23,430.287500,439.287500,DMR,IO92GK,COVENTRY,CV2,MIDL,5,G4USP,52.42,-1.48,
GB7CX,70CM,RU69,430.862500,438.462500,MULTI,IO65OD,COLERAINE,BT51,NI,12,MI0PKO,55.14,-6.68,
GB7CY,70CM,DVU50,439.625000,430.625000,FUSION,IO94DR,CROOK,DL15,NOR,,G0OCB,54.73,-1.75,
GB7CZ,70CM,DVU40,439.500000,430.500000,DMR,IO94DR,CROOK,DL15,NOR,10,G0OCB,54.74,-1.75,
GB7DA,2M,RV62,145.775000,145.175000,MULTI,IO85AV,AIRDRIE,ML6,SCOT,1,GM4AUP,55.89,-3.99,
GB7DB,70CM,DVU53,439.662500,430.662500,DMR,IO92QA,WOBURN SANDS,MK17,SW,3,G0WTZ,52.02,-0.65,
GB7DC,70CM,RU70,430.875000,438.475000,MULTI,IO92GW,DERBY,DE21,MIDL,71.9,G7NPW,52.90,-1.40,
GB7DD,70CM,DVU53,439.662500,430.662500,MULTI,IO86NL,DUNDEE,DD5,SCOT,1,MM0DUN,56.50,-2.90,
GB7DE,2M,RV51,145.637500,145.037500,DMR,IO85JW,EDINBURGH,EH10,SCOT,1,GM7RYR,55.94,-3.21,
GB7DH,70CM,DVU47,439.587500,430.587500,MULTI,IO83RF,NORTHWICH,CW9,NOR,,M0XDR,53.20,-2.50,
GB7DJ,70CM,DVU53,439.662500,430.662500,DMR,IO83RF,NORTHWICH,CW9,NOR,3,M0WTX,53.22,-2.52,
GB7DK,2M,RV55,145.687500,145.087500,MULTI,IO74LV,STRANRAER,DG9,SCOT,103.5,GM0HPK,54.90,-5.05,
GB7DK-B,70CM,DVU52,439.650000,430.650000,DSTAR,IO74LV,STRANRAER,DG9,SCOT,,GM0HPK,54.90,-5.05,
GB7DL,70CM,DVU54,439.675000,430.675000,DSTAR,JO03DD,SKEGNESS,PE25,MIDL,,G4HFG,53.16,0.32,
GB7DM,70CM,DVU60,439.750000,430.750000,MULTI,IO86NL,MONIFIETH,DD5,SCOT,1,MM0DRA,56.48,-2.84,
GB7DN,70CM,DVU33,439.412500,430.412500,DSTAR,IO64MW,DUNGIVEN,BT47,NI,,GI0AZB,54.93,-6.99,
GB7DO,70CM,DVU56,439.700000,430.700000,DMR,IO93LO,DONCASTER,DN7,NOR,2,G0WDA,53.59,-1.02,
GB7DP,70CM,DVU47,439.587500,430.587500,DMR,IO71MV,TREFFGARNE,SA62,WM,3,MW0XDN,51.88,-4.98,
GB7DR,70CM,DVU34,439.425000,430.425000,DMR,IO90AR,POOLE,BH12,SW,5,G7ICH,50.74,-1.95,
GB7DS,70CM,DVU34,439.425000,430.425000,MULTI,JO02PP,NORWICH,NR3,SE,1,M0ZAH,52.65,1.29,
GB7DV,70CM,DVU49,439.612500,430.612500,DSTAR,IO83QJ,ST. HELENS,WA10,NOR,,G1DVA,53.44,-2.77,
GB7DX,70CM,DVU56,439.700000,430.700000,DMR,JO00LW,NEW ROMNEY,TN28,SE,3,G0GCQ,50.96,0.96,
GB7DY,70CM,DVU46,439.575000,430.575000,DMR,IO82WL,DUDLEY,DY5,MIDL,11,G4VZO,52.50,-2.10,
GB7DZ,70CM,RB02,433.050000,434.650000,MULTI,IO83VC,CONGLETON,ST7,NOR,103.5,M0XDR,53.10,-2.20,
GB7EA,70CM,DMU30,439.375000,430.375000,MULTI,IO75SV,ERSKINE,PA8,SCOT,1,MM0PAZ,55.90,-4.48,
GB7EB,70CM,DVU46,439.575000,430.575000,DMR,JO02TK,BECCLES,NR34,SE,2,M0JGX,52.44,1.60,
GB7EC,70CM,RU74,430.925000,438.525000,DMR,IO87WD,ABERDEEN ,AB25,SCOT,11,GM7RYR,57.20,-2.10,
GB7ED,70CM,DVU54,439.675000,430.675000,DMR,IO80GR,EXETER,EX4,SW,5,M0ZZT,50.74,-3.51,
GB7EE,70CM,RU74,430.925000,438.525000,DMR,IO85JW,EDINBURGH,EH10,SCOT,1,GM7RYR,55.94,-3.21,
GB7EG,70CM,DVU61,439.762500,430.762500,DMR,IO91XC,EAST GRINSTEAD,RH19,SE,2,G7KBR,51.13,-0.03,
GB7EH,70CM,RU75,430.937500,438.537500,DMR,IO92GC,BANBURY,OX15,MIDL,8,G8NDT,52.11,-1.48,
GB7EI,70CM,RU68,430.850000,438.450000,MULTI,IO67IN,LOCHMADDY,HS6,SCOT,88.5,GM8SAU,57.55,-7.33,
GB7EL,70CM,DVU57,439.712500,430.712500,DMR,IO83VT,NELSON,BB9,NOR,2,G4BLH,53.80,-2.20,
GB7EP,70CM,DVU32,439.400000,430.400000,DMR,IO91UI,EPSOM,KT19,SE,3,G0OXZ,51.36,-0.27,
GB7ER,2M,RV62,145.775000,145.175000,MULTI,IO80GR,EXETER,EX4,SW,77,M0ZZT,50.74,-3.51,
GB7ES,70CM,DVU35,439.437500,430.437500,DSTAR,JO00DT,EASTBOURNE,BN24,SE,,M0LRE,50.82,0.29,
GB7ET,70CM,U321A,434.018750,434.018750,DV,IO91VF,REIGATE,RH2,SE,,M0IDD,51.20,-0.20,
GB7EU,70CM,RU67,430.837500,438.437500,MULTI,IO85JW,EDINBURGH,EH10,SCOT,94.8,GM7RYR,55.94,-3.21,
GB7EW,70CM,DVU42,439.525000,430.525000,DMR,IO80FR,EXETER,EX4,SW,3,G6ATJ,50.70,-3.50,
GB7EX,70CM,DVU57,439.712500,430.712500,DMR,JO01GN,SOUTHEND ON SEA,SS7,SE,3,G8YPK,51.56,0.56,
GB7EY,70CM,DVU41,439.512500,430.512500,MULTI,IO85NM,SELKIRK,TD7,SCOT,1,GM4AUP,55.50,-2.80,
GB7EZ,70CM,DVU62,439.775000,430.775000,DMR,IO92CM,ERDINGTON,B36,MIDL,14,M0SNR,52.51,-1.79,
GB7FD,70CM,DVU58,439.725000,430.725000,FUSION,IO83LV,FLEETWOOD,FY7,NOR,,M0RGV,53.91,-3.05,
GB7FE,70CM,DVU38,439.475000,430.475000,MULTI,IO86BC,STIRLING,FK7,SCOT,1,GM0MZB,56.11,-3.85,
GB7FG,70CM,RU76,430.950000,438.550000,MULTI,IO71WW,CARMARTHEN,SA32,WM,94.8,GW8KCY,51.92,-4.16,
GB7FI,70CM,RU71,430.887500,438.487500,DMR,IO81OH,AXBRIDGE,BS27,SW,3,G4RKY,51.30,-2.80,
GB7FK-B,70CM,DVU54,439.675000,430.675000,DSTAR,JO01OC,FOLKESTONE,CT1,SE,,M1CMN,51.10,1.21,
GB7FO,70CM,DVU-R22,430.275000,439.275000,DMR,IO83LT,BLACKPOOL,FY,NOR,1,G0WDA,53.81,-3.03,
GB7FR,70CM,DVU40,439.500000,430.500000,DMR,IO90ST,WORTHING,BN12,SE,4,G7RZU,50.80,-0.50,
GB7FT,70CM,DVU57,439.712500,430.712500,DMR,IO90LT,PORTSMOUTH,PO1,SW,3,M0PPR,50.80,-1.10,
GB7FU,70CM,RU71,430.887500,438.487500,MULTI,IO93JA,NOTTINGHAM,NG15,MIDL,,G0LCG,53.00,-1.20,
GB7GB,70CM,DVU61,439.762500,430.762500,DMR,IO92BM,SUTTON COLDFIELD,B24,MIDL,8,G8NDT,52.53,-1.84,
GB7GC,70CM,DVU35,439.437500,430.437500,MULTI,IO93WN,GRIMSBY,DN34,MIDL,2,G7EOG,53.56,-0.13,
GB7GD,2M,RV55,145.687500,145.087500,MULTI,IO87WE,ABERDEEN,AB23,SCOT,1,MM0RDM,57.19,-2.10,
GB7GF,70CM,DVU55,439.687500,430.687500,DMR,IO91RF,GUILDFORD,GU2,SE,3,G4EML,51.23,-0.58,
GB7GG,70CM,DVU50,439.625000,430.625000,MULTI,IO85AV,AIRDRIE,ML6,SCOT,1,GM4AUP,55.89,-3.99,
GB7GJ,70CM,RU72,430.900000,438.500000,MULTI,IN89WE,ST HELIER,JE4,SW,88.5,GJ8PVL,49.20,-2.11,
GB7GL,70CM,RU68,430.850000,438.450000,DMR,IO75VV,GLASGOW,G21 ,SCOT,7,GM7RYR,55.90,-4.20,
GB7GP,70CM,DVU52,439.650000,430.650000,MULTI,IO91PP,HIGH WYCOMBE,HP10,SW,5,M0GUY,51.60,-0.70,
GB7GR,70CM,DVU36,439.450000,430.450000,MULTI,IO92QW,GRANTHAM,NG31,MIDL,5,G6SSN,52.93,-0.66,
GB7GS,70CM,DVU36,439.450000,430.450000,MULTI,JO02EO,DOWNHAM MARKET,PE38,SE,3,G0FHM,52.60,0.37,
GB7GT,70CM,DVU33,439.412500,430.412500,DMR,IO82QJ,CLEE HILL,DY14,WM,13,G3PWJ,52.40,-2.60,
GB7GW,70CM,RU65,430.812500,438.412500,MULTI,IO94FV,WASHINGTON,NE37,NOR,10,G1LBU,54.92,-1.50,
GB7GY,70CM,DVU55,439.687500,430.687500,DMR,IN89RL,ST. PETER PORT,GY1,SW,5,GU7DAI,49.47,-2.54,
GB7HA,70CM,DVU34,439.425000,430.425000,FUSION,IO91TU,HARPENDEN,LU2,SE,,G7HMV,51.85,-0.35,
GB7HB,70CM,DVU50,439.625000,430.625000,DMR,IO64TI,TANDRAGEE,BT62,NI,1,MI0IRZ,54.30,-6.40,
GB7HC,70CM,DVU42,439.525000,430.525000,DMR,IO82PA,HEREFORD,HR2,WM,5,G3PWJ,52.00,-2.70,
GB7HE,70CM,DVU43,439.537500,430.537500,DSTAR,JO00HV,HASTINGS,TN34,SE,,M0HOW,50.88,0.59,
GB7HH,70CM,DVU60,439.750000,430.750000,MULTI,JO01CN,ROMFORD,RM7,SE,3,M0UPM,51.57,0.18,
GB7HI,70CM,DVU59,439.737500,430.737500,MULTI,IO64XN,LISBURN,BT28,NI,1,GI6DKQ,54.50,-6.10,
GB7HM,70CM,DVU51,439.637500,430.637500,DMR,IO83LC,CAERGWRLE,LL12,WM,1,G1SYG,53.10,-3.10,
GB7HN,70CM,RU70,430.875000,438.475000,AV,IO83RL,LEIGH,WN7,NOR,82.5,M0HOY,53.48,-2.54,
GB7HR,70CM,DVU36,439.450000,430.450000,DMR,IO91SL,HEATHROW,TW6,SE,3,G0OXZ,51.47,-0.46,
GB7HS,70CM,DVU34,439.425000,430.425000,DMR,IO83XR,HEPTONSTALL,HX7,NOR,2,G1XCC,53.75,-2.02,
GB7HT,70CM,DVU59,439.737500,430.737500,DMR,IO95FE,ASHINGTON,NE63,NOR,10,G4NAB,55.20,-1.50,
GB7HU,70CM,DVU39,439.487500,430.487500,DSTAR,IO93RS,SOUTH CAVE,HU15,NOR,,G0VRM,53.78,-0.55,
GB7HX,70CM,DVU46,439.575000,430.575000,MULTI,IO93BP,HUDDERSFIELD,HD7,NOR,1,G0ISX,53.65,-1.87,
GB7IC-A,23CM,23CM,1290.650000,1270.650000,DSTAR,JO01NI,HERNE BAY,CT6,SE,,G4TKR,51.36,1.15,
GB7IC-B,70CM,DVU36,439.450000,430.450000,DSTAR,JO01NI,HERNE BAY,CT6,SE,,G4TKR,51.36,1.15,
GB7IC-C,2M,RV53,145.662500,145.062500,MULTI,JO01NI,HERNE BAY,CT6,SE,,G4TKR,51.36,1.15,
GB7IE,2M,RV54,145.675000,145.075000,MULTI,IO70WJ,PLYMOUTH,PL3,SW,77,G1LOE,50.39,-4.11,
GB7II,70CM,DVU36,439.450000,430.450000,DMR,IO77UL,INVERNESS,IV3,SCOT,3,GM6GRE,57.48,-4.26,
GB7IK,70CM,DVU43,439.537500,430.537500,DMR,JO01FJ,ROCHESTER,ME2,SE,3,G6CKK,51.40,0.49,
GB7IL,2M,RV53,145.662500,145.062500,DMR,IO77UL,INVERNESS,IV3,SCOT,5,GM6GRE,57.48,-4.26,
GB7IN,70CM,DVU52,439.650000,430.650000,DMR,IO93GD,ALFRETON,S45,MIDL,1,G0LCG,53.13,-1.47,
GB7IP,2M,RV52,145.650000,145.050000,DMR,IO92KP,LEICESTER,LE1,MIDL,1,M1FJB,52.64,-1.13,
GB7IS,70CM,DVU43,439.537500,430.537500,FUSION,IO81MH,WESTON-SUPER-MARE,BS24,SW,,G4SZM,51.32,-2.95,
GB7IT,70CM,DVU41,439.512500,430.512500,DMR,IO81MH,WESTON-SUPER-MARE,BS24,SW,1,G4SZM,51.32,-2.95,
GB7IV,2M,RV62,145.775000,145.175000,DSTAR,IO90IV,SOUTHAMPTON,SO19,SW,,G4MYS,50.90,-1.33,
GB7JB,70CM,DVU37,439.462500,430.462500,DMR,IO81TB,WINCANTON,BA9,SW,1,G3ZXX,51.06,-2.41,
GB7JD,70CM,DVU33,439.412500,430.412500,MULTI,IO85RL,JEDBURGH,TD8,SCOT,1,GM4UPX,55.48,-2.55,
GB7JF,70CM,DVU51,439.637500,430.637500,DSTAR,IO92NE,NORTHAMPTON,NN7,MIDL,,G1IRG,52.17,-0.87,
GB7JI,70CM,RU68,430.850000,438.450000,DSTAR,IN89WE,ST HELIER,JE4,SW,2,GJ8PVL,49.20,-2.12,
GB7JL,70CM,RU77,430.962500,438.562500,MULTI,IO83QL,WIGAN,WA3,NOR,82.5,G1EFU,53.48,-2.58,
GB7JM,70CM,DVU47,439.587500,430.587500,MULTI,JO03BI,ALFORD,LN13,MIDL,3,M0AQC,53.34,0.15,
GB7KB,2M,RV52,145.650000,145.050000,DMR,JO00CX,HEATHFIELD,TN21,SE,3,G1ERJ,50.97,0.22,
GB7KD,70CM,DVU55,439.687500,430.687500,DMR,JO00DV,HAILSHAM,BN27,SE,3,G1ERJ,50.90,0.28,
GB7KK,70CM,RU74,430.925000,438.525000,MULTI,IO65VE,BALLYCASTLE,BT54,NI,1,MI0CRR,55.19,-6.24,
GB7KL,70CM,RU70,430.875000,438.475000,MULTI,IO84RD,KIRKBY LONSDALE,LA6,NOR,110.9,M1JCB,54.16,-2.56,
GB7KN,70CM,DVU35,439.437500,430.437500,MULTI,IO85HV,EDINBURGH,EH27,SCOT,1,GM7HHB,55.90,-3.40,
GB7KP,70CM,DVU46,439.575000,430.575000,MULTI,IO74DM,COMBER,BT23,NI,1,GI0VKP,54.50,-5.70,
GB7KR,70CM,DVU-R24,430.300000,439.300000,DMR,IO82UJ,KIDDERMINSTER,DY11,WM,8,G0EWH,52.40,-2.30,
GB7KS,70CM,DVU-R20,430.250000,439.250000,DMR,IO81VR,STROUD,GL5,SW,2,G1MAW,51.70,-2.20,
GB7KT,70CM,DVU40,439.500000,430.500000,DMR,IO91GE,ANDOVER,SP10,SW,1,G8FHI,51.21,-1.49,
GB7KU,70CM,DVU42,439.525000,430.525000,MULTI,IO92TT,BOURNE,PE10,MIDL,5,G6SSN,52.83,-0.41,
GB7KY,70CM,DVU52,439.650000,430.650000,MULTI,IO86JC,KIRKCALDY,KY2,SCOT,1,GM0MMN,56.10,-3.20,
GB7LD,70CM,DVU35,439.437500,430.437500,DMR,IO83PQ,LEYLAND,PR25,NOR,15,M0XRS,53.70,-2.70,
GB7LE,70CM,DVU53,439.662500,430.662500,DMR,IO93FU,LEEDS,LS17,NOR,2,G1XCC,53.85,-1.53,
GB7LF,70CM,DVU43,439.537500,430.537500,DSTAR,IO84OA,LANCASTER,LA2,NOR,,G3VVT,54.03,-2.76,
GB7LK,70CM,RU65,430.812500,438.412500,DMR,IO70SM,LISKEARD,PL14,SW,5,G4RKY,50.51,-4.44,
GB7LL,70CM,DVU40,439.496875,430.496875,MULTI,IO82KW,LLANGOLLEN,LL20,WM,12,GW0NIS,53.00,-3.10,
GB7LN,70CM,DVU32,439.400000,430.400000,DMR,IO93RF,LINCOLN,LN1,MIDL,1,G0RZR,53.25,-0.54,
GB7LP,70CM,DVU32,439.400000,430.400000,DMR,IO83MK,LIVERPOOL,L4,NOR,1,M1SWB,53.44,-2.93,
GB7LR,70CM,DVU38,439.475000,430.475000,DMR,IO92IQ,LEICESTER,LE67,MIDL,1,M1FJB,52.69,-1.28,
GB7LS,70CM,DVU32,439.400000,430.400000,MULTI,IO85NO,GALASHIELS ,TD1,SCOT,,GM7LUN,55.60,-2.90,
GB7LV,2M,RV49,145.612500,145.012500,MULTI,IO85FV,LIVINGSTON,EH54,SCOT,1,GM7HHB,55.88,-3.53,
GB7LZ,70CM,RU73,430.912500,438.512500,MULTI,IO80CV,LAPFORD,EX17,SW,77.0,G4MQQ,50.88,-3.77,
GB7MB,70CM,DVU56,439.700000,430.700000,FUSION,IO84NB,MORECAMBE,LA4,NOR,,G0VGS,54.10,-2.80,
GB7MC,70CM,DVU43,439.537500,430.537500,MULTI,IO70NI,ST AUSTELL,PL26,SW,,M1DNS,50.30,-4.90,
GB7MD,70CM,DVU32,439.400000,430.400000,FUSION,IO80UT,BLANDFORD FORUM,DT11,SW,,M0RHS,50.82,-2.28,
GB7ME,70CM,DVU58,439.725000,430.725000,DMR,IO92JJ,RUGBY,CV21,MIDL,3,M0IJS,52.39,-1.25,
GB7MF,70CM,DVU54,439.675000,430.675000,MULTI,IO64QR,MAGHERAFELT,BT45,NI,3,MI0JPD,54.75,-6.61,
GB7MH,70CM,DVU51,439.637500,430.637500,MULTI,IO91WC,EAST GRINSTEAD,RH10,SE,2,G3NZP,51.10,-0.09,
GB7MJ,70CM,DVU51,439.637500,430.637500,DMR,IO91GA,ROMSEY,SO71,SW,5,G3KYG,51.01,-1.48,
GB7MK,70CM,DVU48,439.600000,430.600000,DMR,JO02OB,IPSWICH,IP4,SE,13,M1NIZ,52.06,1.20,
GB7MM,70CM,DVU60,439.750000,430.750000,MULTI,IO87BN,NAIRN,IV12,SCOT,5,GM0RML,57.58,-3.90,
GB7MN,70CM,DVU33,439.412500,430.412500,DMR,IO83XH,STOCKPORT,SK12,NOR,2,G8NSS,53.30,-2.00,
GB7MP,70CM,DVU60,439.750000,430.750000,MULTI,IO84NB,HEYSHAM,LA3,NOR,3,G6CRV,54.06,-2.89,
GB7MR,70CM,DVU59,439.737500,430.737500,DMR,IO83TP,BURY,BL8,NOR,2,G1XCC,53.60,-2.30,
GB7MS,2M,RV62,145.775000,145.175000,DMR,IO94EX,NEWCASTLE UPON TYNE,NE8 ,NOR,10,M0DMP,54.97,-1.60,
GB7MT,70CM,DVU53,439.662500,430.662500,FUSION,IO90IV,SOUTHAMPTON,SO19,SW,,G4MYS,50.90,-1.33,
GB7MW,70CM,DVU39,439.487500,430.487500,MULTI,IO74BS,CARRICKFERGUS,BT38,NI,15,GI6DKQ,54.80,-5.80,
GB7NA-A,23CM,RM12,1297.300000,1291.300000,DSTAR,IO93HN,BARNSLEY,S72,NOR,,G4LUE,53.57,-1.40,
GB7NA-B,70CM,DVU36,439.450000,430.450000,DSTAR,IO93HN,BARNSLEY,S72,NOR,,G4LUE,53.57,-1.40,
GB7NA-C,2M,RV54,145.675000,145.075000,DSTAR,IO93HN,BARNSLEY,S72,NOR,,G4LUE,53.57,-1.40,
GB7NB,70CM,DVU55,439.687500,430.687500,DSTAR,JO02PN,NORWICH,NR14,SE,,G0LGJ,52.57,1.33,
GB7ND,70CM,DVU33,439.412500,430.412500,DMR,JO02LM,GREAT ELLINGHAM,NR17,SE,1,G0LGJ,52.52,0.97,
GB7NE,70CM,DVU36,439.450000,430.450000,MULTI,IO95FE,ASHINGTON,NE64,NOR,3,G0UDZ,55.18,-1.52,
GB7NF,70CM,DVU39,439.487500,430.487500,DMR,JO00AS,NEWHAVEN,BN9,SE,1,G0TJH,50.79,0.04,
GB7NI,2M,RV60,145.750000,145.150000,MULTI,IO74BS,CARRICKFERGUS,BT38,NI,1,GI6DKQ,54.80,-5.80,
GB7NL,70CM,DVU37,439.462500,430.462500,DSTAR,IO80FR,EXETER,EX4,SW,,M0ZZT,50.74,-3.51,
GB7NM,2M,RV59,145.737500,145.137500,MULTI,JO02LM,ATTLEBOURGH,NR17,SE,,G0LGJ,52.52,0.97,
GB7NN,70CM,DVU60,439.750000,430.750000,FUSION,IO93KH,WORKSOP,S80,MIDL,,M0GET,53.30,-1.10,
GB7NR,70CM,DVU35,439.437500,430.437500,MULTI,IO92KX,NOTTINGHAM,NG3,MIDL,1,M0VUB,52.99,-1.11,
GB7NS,70CM,DVU13,439.162500,430.162500,DMR,IO91WG,CATERHAM,CR3,SE,3,G0OLX,51.27,-0.11,
GB7NT,70CM,RU74,430.925000,438.525000,MULTI,IO91IJ,NEWBURY,RG19,SW,118.8,G3WYW,51.38,-1.28,
GB7NV,70CM,RU66,430.825000,438.425000,MULTI,IO93JB,HUCKNALL,NG15,MIDL,1,M0NGT,53.10,-1.20,
GB7NW,70CM,DVU58,439.725000,430.725000,FUSION,IO91DN,SWINDON,SN3,SW,,G4XIB,51.57,-1.74,
GB7NY,70CM,DVU55,439.687500,430.687500,MULTI,IO64TE,BESSBROOK,BT35,NI,1,MI0PYN,54.20,-6.40,
GB7OK,2M,RV57,145.712500,145.112500,MULTI,IO91XJ,BECKENHAM,BR3,SE,3,G1HIG,51.40,-0.00,
GB7OR,70CM,DVU37,439.462500,430.462500,DMR,IO88LX,KIRKWALL,KW15,SCOT,1,GM4WMM,58.99,-3.03,
GB7PB,2M,RV53,145.662500,145.062500,DSTAR,IO94FR,DURHAM,DH6,NOR,,G7VIL,54.74,-1.53,
GB7PD,2M,RV59,145.737500,145.137500,MULTI,IO71OV,MAENCLOCHOG,SA66,WM,94.8,GW4OZU,51.92,-4.80,
GB7PE,70CM,DVU40,439.500000,430.500000,DMR,IO92TL,PETERBOROUGH,PE7,SE,3,M0ZPU,52.50,-0.35,
GB7PF,70CM,DVU51,439.637500,430.637500,DMR,IO80AN,PRINCETOWN,PL20,SW,3,G3XOU,50.58,-3.94,
GB7PI,70CM,DVU61,439.762500,430.762500,DSTAR,IO92XA,ROYSTON,SG8,SE,,M0ZPU,52.01,-0.00,
GB7PM,70CM,DVU35,439.437500,430.437500,FUSION,IO81PH,CHEDDAR,BS40,SW,,G4RKY,51.31,-2.72,
GB7PN,70CM,DVU34,439.425000,430.425000,DMR,IO83HH,PRESTATYN,LL18,WM,1,G4NOY,53.33,-3.38,
GB7PO,70CM,DVU59,439.737500,430.737500,FUSION,IO90KT,PORTSMOUTH,PO1,SW,,M0VMX,50.80,-1.10,
GB7PP,70CM,DVU35,439.437500,430.437500,MULTI,JO02MG,IPSWICH,IP14,SE,1,G0FEA,52.25,1.08,
GB7PR,70CM,U324,434.050000,434.050000,DV,IO83PS,PRESTON,PR1,NOR,,M0VXT,53.76,-2.69,
GB7PS,2M,RV55,145.687500,145.087500,DMR,IO90LT,PORTSMOUTH,PO1,SW,3,M0PPR,50.80,-1.10,
GB7PT,70CM,DVU57,439.712500,430.712500,MULTI,IO92XA,ROYSTON,SG8,SE,,M0ZPU,52.01,-0.00,
GB7PX,70CM,DVU62,439.775000,430.775000,MULTI,IO92XA,ROYSTON,SG8,SE,10,M0ZPU,52.01,-0.00,
GB7PY,70CM,RU74,430.925000,438.525000,DMR,JO02AF,CAMBRIDGE,CB23,SE,3,M0ZPU,52.22,0.04,
GB7RA,70CM,DVU52,439.650000,430.650000,MULTI,IO83LH,NESTON,CH64,NOR,5,M0ORA,53.30,-3.06,
GB7RB-C,2M,RV54,145.675000,145.075000,DSTAR,IO81GK,COWBRIDGE,CF71,WM,,GW6CUR,51.46,-3.42,
GB7RC,70CM,DVU-R21,430.262500,439.262500,DSTAR,IO81XW,CHELTENHAM,GL52,SW,,M0URF,51.90,-2.00,
GB7RD,70CM,DVU55,439.687500,430.687500,DMR,IO70XM,YELVERTON,PL20,SW,3,G1ZKJ,50.50,-4.10,
GB7RE,70CM,DVU57,439.712500,430.712500,DMR,IO93MH,RETFORD,DN22,MIDL,1,G0EAK,53.32,-0.93,
GB7RJ,70CM,DVU43,439.537500,430.537500,MULTI,IO82LW,CHIRK,LL14,WM,5,G7MHF,52.93,-3.05,
GB7RK,70CM,DVU35,439.437500,430.437500,MULTI,IO74AN,BELFAST,BT11,NI,3,MI5DAW,54.57,-6.00,
GB7RL,70CM,DVU62,439.775000,430.775000,MULTI,IO83RU,LONGRIDGE,PR3,NOR,10,G7TRL ,53.84,-2.58,
GB7RM,70CM,U324,434.050000,434.050000,DV,JO01CO,ROMFORD,RM3,SE,,M0UPM,51.60,0.21,
GB7RN,2M,RV51,145.637500,145.037500,DSTAR,IO90JT,FAREHAM,PO14,SW,,G3ZDF,50.83,-1.19,
GB7RO,70CM,DVU-R21,430.262500,439.262500,FUSION,IO83UQ,HASLINGDEN,BB4,NOR,,M0LMN,53.71,-2.31,
GB7RR,70CM,DVU49,439.612500,430.612500,DMR,IO92JX,NOTTINGHAM,NG16,MIDL,1,G0LCG,53.00,-1.20,
GB7RT,70CM,DVU33,439.412500,430.412500,DMR,IO91QJ,SUNNINGDALE,SL5,SW,3,M0HBK,51.40,-0.60,
GB7RV,70CM,DVU50,439.625000,430.625000,DMR,IO83ST,BLACKBURN,BB1,NOR,2,M0NWI,53.80,-2.50,
GB7RW,2M,RV48,145.600000,145.000000,MULTI,IO94SO,WHITBY,YO22,NOR,88.5,G4EQS,54.43,-0.57,
GB7RY,70CM,RU76,430.950000,438.550000,MULTI,JO00HW,RYE,TN31,SE,103.5,M0HOW,50.95,0.61,
GB7SA,70CM,DVU-R24,430.300000,439.300000,DMR,IO81CP,PORT TALBOT,SA12,WM,5,MW0IBF,51.60,-3.80,
GB7SB,70CM,DVU53,439.662500,430.662500,DMR,IO92AJ,BIRMINGHAM,B30,MIDL,5,M0UEM,52.40,-1.90,
GB7SC,70CM,DVU38,439.475000,430.475000,DMR,IO90QT,BOGNOR REGIS,PO22,SE,3,G0AFN,50.80,-0.63,
GB7SD,70CM,DVU33,439.412500,430.412500,DMR,IO80SQ,WEYMOUTH,DT3,SW,1,G3VPF,50.67,-2.46,
GB7SE,70CM,DVU38,439.475000,430.475000,DMR,JO01DM,THURROCK,RM15,SE,3,M0PFX,51.51,0.27,
GB7SF-C,2M,RV59,145.737500,145.137500,DSTAR,IO93GK,SHEFFIELD,S5,NOR,,M1ERS,53.42,-1.44,
GB7SG,2M,RV61,145.762500,145.162500,DMR,IO83MK,LIVERPOOL,L4,NOR,1,M1SWB,53.44,-2.93,
GB7SH,70CM,RU77,430.962500,438.562500,MULTI,IO93GK,SHEFFIELD,S5,NOR,71.9,M1ERS,53.42,-1.44,
GB7SI,70CM,DVU61,439.762500,430.762500,DMR,IO83WA,LEEK,ST8,MIDL,1,G8NSS,53.10,-2.10,
GB7SJ,70CM,RB07,433.175000,434.775000,MULTI,IO83RF,NORTHWICH,CW9,NOR,103.5,M0WTX,53.22,-2.52,
GB7SK,70CM,DVU37,439.462500,430.462500,DMR,IO92NO,LEICESTER,LE7,MIDL,1,M1FJB,52.62,-0.91,
GB7SM,70CM,DVU47,439.587500,430.587500,MULTI,IO86OE,ST MONANS,KY10,SCOT,1,MM0DXE,56.20,-2.80,
